,name,id,price,alias,type,category,rating,zip,latitude,longitude,labels_km,centroid_latitude,centroid_longitude,distance_centroid
8009,Tony's Subs & Salads,oAIBRR9hyLR06CZI5X06DA,1.0,tonys-subs-and-salads-los-angeles,italian,italian,4.5,90032,34.0631,-118.18700000000001,58,34.0772813559322,-118.17501694915254,0.018566
8010,Cicada Restaurant,kq6z27OhpoRoLLv4Fhkg8A,3.0,cicada-restaurant-los-angeles,italian,italian,4.0,90014,34.0478,-118.255,3,34.04791858064516,-118.25479096774194,0.00024
8011,Gus's Tacos Mexican Grill,uij8dK2_5uWeujVolVkXKA,1.0,guss-tacos-mexican-grill-los-angeles,mexican,mexican,4.0,90039,34.1046,-118.258,50,34.1143908,-118.265144,0.01212
8012,La Cita,5WL1MlGdybTSrG_O2PNWlA,1.0,la-cita-los-angeles,danceclubs,danceclubs,3.5,90013,34.0508,-118.25,3,34.04791858064516,-118.25479096774194,0.005591
8013,Las Cazuelas Restaurant & Pupuseria,RS363cyuuuYqN19CKE79ww,1.0,las-cazuelas-restaurant-and-pupuseria-los-angeles-3,mexican,mexican,3.5,90042,34.1099,-118.193,39,34.115948412698415,-118.19605952380952,0.006778
8014,Divine Dips Vegan Ice Creme,f81mFVDBK_KKFtQMmT1fvw,2.0,divine-dips-vegan-ice-creme-los-angeles-2,icecream,icecream,5.0,90014,34.0445,-118.249,3,34.04791858064516,-118.25479096774194,0.006725
8015,Sprinkles Cupcakes,C5hDpBHMwUmKThGcYBbRDA,2.0,sprinkles-cupcakes-los-angeles-4,desserts,desserts,4.0,90017,34.0488,-118.26100000000001,3,34.04791858064516,-118.25479096774194,0.006271
8016,Placita Cafe,MS2_MmU40l6eqbcQ-vHjtA,1.0,placita-cafe-los-angeles,mexican,mexican,4.0,90012,34.0586,-118.238,65,34.062157142857146,-118.23918253968255,0.003749
8017,Milpa Grille,Wbysqh4S6OlrTy8oRuitpw,1.0,milpa-grille-los-angeles,latin,latin,5.0,90033,34.0454,-118.204,11,34.047792462311556,-118.21109547738693,0.007488
8018,The Association,ED0LXjSGWkuWw-zIyDXpFw,2.0,the-association-los-angeles-2,lounges,lounges,3.5,90014,34.0451,-118.25,3,34.04791858064516,-118.25479096774194,0.005559
8019,ABC Seafood,H5EUt0PyfKM-ewvH3K9NFA,1.0,abc-seafood-los-angeles-3,seafood,seafood,3.0,90012,34.0601,-118.238,65,34.062157142857146,-118.23918253968255,0.002373
8020,La Chuperia,eqTKWLekpdMucy_nBzNYhg,1.0,la-chuperia-los-angeles-13,bars,bars,4.0,90063,34.0596,-118.186,58,34.0772813559322,-118.17501694915254,0.020815
8021,The Falls,76XDB7MLLyj2MXfOnFhP3Q,2.0,the-falls-los-angeles,lounges,lounges,4.0,90014,34.0451,-118.251,3,34.04791858064516,-118.25479096774194,0.004724
8022,Pizza Next Door,r3P7aRD9HwskzoqnwxRhxg,1.0,pizza-next-door-los-angeles,pizza,pizza,4.0,90017,34.0473,-118.26,3,34.04791858064516,-118.25479096774194,0.005246
8023,Taco Fix Restaurant,FN1gWctX2FXyFoiQIV2gig,1.0,taco-fix-restaurant-los-angeles-2,mexican,mexican,3.5,90042,34.1106,-118.191,39,34.115948412698415,-118.19605952380952,0.007362
8024,Blossom Vietnamese Restaurant,G660lq1Lw8xmHnPowvudDA,2.0,blossom-vietnamese-restaurant-los-angeles-3,vietnamese,vietnamese,4.0,90012,34.0656,-118.23700000000001,65,34.062157142857146,-118.23918253968255,0.004076
8025,Lucky Deli,f0d9MAI1Lx3LUDAXwD9huA,1.0,lucky-deli-los-angeles,delis,delis,3.5,90012,34.0605,-118.23899999999999,65,34.062157142857146,-118.23918253968255,0.001667
8026,Jugos Azteca,lkfhpRH55QFhW1a6LG2rCQ,1.0,jugos-azteca-los-angeles,juicebars,juicebars,4.0,90042,34.1207,-118.20200000000001,39,34.115948412698415,-118.19605952380952,0.007607
8027,Resident,PdFV7_kB6w9hkEcz5pijDA,2.0,resident-los-angeles-2,cocktailbars,cocktailbars,4.0,90013,34.0427,-118.235,102,34.047863049095604,-118.23999741602067,0.007185
8028,Crepes De Paris,OSzx70nkKXjpsvB2B6wSvQ,1.0,crepes-de-paris-los-angeles,creperies,creperies,4.5,90012,34.0572,-118.25299999999999,3,34.04791858064516,-118.25479096774194,0.009453
8029,Pho Family Restaurant,V8Xh1noKTSoaFzBrLUkW3A,1.0,pho-family-restaurant-los-angeles-7,vietnamese,vietnamese,4.0,90033,34.0568,-118.211,11,34.047792462311556,-118.21109547738693,0.009008
8030,Ms Donuts,abHewSmVZUlVs_syOCU7Vw,1.0,ms-donuts-los-angeles,donuts,donuts,4.5,90026,34.0798,-118.26100000000001,68,34.076694019933555,-118.2601561461794,0.003219
8031,Cosa Buona,5_6Gn67IRK2AcHfwWjIARQ,2.0,cosa-buona-los-angeles-3,pizza,pizza,4.0,90026,34.0773,-118.264,68,34.076694019933555,-118.2601561461794,0.003891
8032,Goshen Cuisine,Os06ZpcZArbDhcX1S-0wZg,2.0,goshen-cuisine-los-angeles,japanese,japanese,4.5,90014,34.0445,-118.25299999999999,3,34.04791858064516,-118.25479096774194,0.003859
8033,Boteaga,2is6dRIp43Xji5w1Uw7XBQ,2.0,boteaga-los-angeles,coffee,coffee,4.0,90012,34.0498,-118.24,102,34.047863049095604,-118.23999741602067,0.001937
8034,Blair's Restaurant,PK9bwd-vOUNFM7ef68rN8g,3.0,blairs-restaurant-los-angeles,italian,italian,4.0,90039,34.1085,-118.26799999999999,50,34.1143908,-118.265144,0.006547
8035,Sake Dojo,JSuVgZuUXAlSg36N51_k2w,3.0,sake-dojo-los-angeles-6,raw_food,raw_food,4.0,90012,34.05,-118.24,102,34.047863049095604,-118.23999741602067,0.002137
8036,Cafe Teragram,0hZ9GIgr7ZOby-2N7WG4fQ,2.0,cafe-teragram-los-angeles,bars,bars,4.5,90017,34.0519,-118.26700000000001,3,34.04791858064516,-118.25479096774194,0.012842
8037,Kailey's Restaurant,KYGfEKCiZuwZPUP6BVwhZQ,1.0,kaileys-restaurant-los-angeles,salvadoran,salvadoran,4.5,90031,34.0736,-118.20200000000001,47,34.07790054945055,-118.21534065934065,0.014017
8038,Casey's Irish Pub,gbuJA_HqN_dxgFUF5mnmjA,2.0,caseys-irish-pub-los-angeles-3,pubs,pubs,3.5,90017,34.0485,-118.256,3,34.04791858064516,-118.25479096774194,0.001342
8039,Korea BBQ House,4xvuYoCRCdDBCvcGALUO3g,2.0,korea-bbq-house-los-angeles,korean,korean,4.0,90012,34.0498,-118.242,102,34.047863049095604,-118.23999741602067,0.002786
8040,Quickly ChinaTown,IKpKLr7hzhNUjlZL4Pic-w,1.0,quickly-chinatown-los-angeles,coffee,coffee,3.5,90012,34.0617,-118.24,65,34.062157142857146,-118.23918253968255,0.000937
8041,Juice Crafters,wm7t-vDsCwbw3ykfuKTVTg,2.0,juice-crafters-los-angeles-13,juicebars,juicebars,4.0,90014,34.0445,-118.25200000000001,3,34.04791858064516,-118.25479096774194,0.004413
8042,Zamora Brothers,ubmaByG0l7ybajMh2Dvykg,1.0,zamora-brothers-los-angeles-4,mexican,mexican,4.5,90033,34.0526,-118.22,11,34.047792462311556,-118.21109547738693,0.010119
8043,Gorditas Lupita,2gowfKE-EviO3BIjxHP9Iw,1.0,gorditas-lupita-los-angeles,foodtrucks,foodtrucks,4.5,90065,34.115,-118.24,99,34.11183475177305,-118.23799290780141,0.003748
8044,Link N Hops,oak4AbPlfLLmD8_qGh86Mw,2.0,link-n-hops-los-angeles,beerbar,beerbar,4.0,90039,34.1166,-118.26299999999999,50,34.1143908,-118.265144,0.003079
8045,BBQ Chicken,A0Ywsdx5X6g8icczpAayhQ,2.0,bbq-chicken-los-angeles-8,korean,korean,4.0,90012,34.0472,-118.23899999999999,102,34.047863049095604,-118.23999741602067,0.001198
8046,FryMadness,LcRB5s8-VDCSmpxWK0lwfw,2.0,frymadness-los-angeles-2,tradamerican,tradamerican,4.5,90013,34.0464,-118.251,3,34.04791858064516,-118.25479096774194,0.004084
8047,Gizmo's Cereal Bar,I60Qn_6o-lXIfvkO5UXq8g,1.0,gizmos-cereal-bar-los-angeles,breakfast_brunch,breakfast_brunch,5.0,90014,34.0463,-118.251,3,34.04791858064516,-118.25479096774194,0.004122
8048,Ebisu Japanese Tavern,jltZfY1FWwdIhanw7PXQFQ,2.0,ebisu-japanese-tavern-los-angeles,japanese,japanese,3.5,90012,34.0482,-118.24,102,34.047863049095604,-118.23999741602067,0.000337
8049,Yami Yaki,Bcp6NEv7CGTOtnIgvo6Unw,1.0,yami-yaki-los-angeles-2,teppanyaki,teppanyaki,4.5,90026,34.0779,-118.264,68,34.076694019933555,-118.2601561461794,0.004029
8050,K Bakery,5oG5qtCEfBQHe1SfP_2pXg,1.0,k-bakery-los-angeles,bakeries,bakeries,4.0,90026,34.0661,-118.25399999999999,68,34.076694019933555,-118.2601561461794,0.012253
8051,Lemonade,bdHCyyGuBWQqw47VMhJGdg,2.0,lemonade-los-angeles-4,newamerican,newamerican,3.5,90012,34.0534,-118.25,3,34.04791858064516,-118.25479096774194,0.00728
8052,La Cocina del Sereno,qr1u5mSt4iHSDHAKYJmHNw,1.0,la-cocina-del-sereno-los-angeles,mexican,mexican,4.0,90032,34.0881,-118.17399999999999,58,34.0772813559322,-118.17501694915254,0.010866
8053,El Rancho Grande,vJYZi-bxdQPLJIyqFFC9Pw,1.0,el-rancho-grande-los-angeles,mexican,mexican,4.0,90012,34.0577,-118.238,65,34.062157142857146,-118.23918253968255,0.004611
8054,Hachioji Craft Ramen,-MG34oqzdbjl4O03AgMppw,2.0,hachioji-craft-ramen-los-angeles,ramen,ramen,4.0,90012,34.0503,-118.24,102,34.047863049095604,-118.23999741602067,0.002437
8055,Miro,y5by_vlxVBmvVXgr1HHguw,3.0,miro-los-angeles,mediterranean,mediterranean,4.0,90017,34.0498,-118.259,3,34.04791858064516,-118.25479096774194,0.00461
8056,Konbi,aeNCf7ks34JWnwaLIJmtBA,2.0,konbi-los-angeles,japanese,japanese,4.0,90026,34.0754,-118.25399999999999,68,34.076694019933555,-118.2601561461794,0.006291
8057,Calavera Burrito Co.,EaQOKccGrL48Jnh3BV6GiQ,2.0,calavera-burrito-co-los-angeles-3,mexican,mexican,4.5,90013,34.0468,-118.251,3,34.04791858064516,-118.25479096774194,0.003953
8058,La Monarca Bakery,g9IUwKcheGSUK4PDTZ-2WQ,1.0,la-monarca-bakery-los-angeles-5,coffee,coffee,4.0,90033,34.0474,-118.22,11,34.047792462311556,-118.21109547738693,0.008913
8059,SKD Tofu House,Wzo2XaJYop-KltXcLAkmFw,2.0,skd-tofu-house-los-angeles-3,korean,korean,4.0,90013,34.0451,-118.23899999999999,102,34.047863049095604,-118.23999741602067,0.002938
8060,Morton's The Steakhouse,AEaRYgpydv7i0g4XizwwHg,3.0,mortons-the-steakhouse-los-angeles-2,steak,steak,3.5,90017,34.0491,-118.26100000000001,3,34.04791858064516,-118.25479096774194,0.00632
8061,Bayleaf,KCqKwPvxQ1V4IAOkC0gy6w,1.0,bayleaf-los-angeles-7,salad,salad,5.0,90013,34.0468,-118.251,3,34.04791858064516,-118.25479096774194,0.003953
8062,Barista Society,VkF2Um9lLZsZpYaqBuBRmQ,1.0,barista-society-los-angeles-3,coffee,coffee,4.0,90012,34.0552,-118.23299999999999,65,34.062157142857146,-118.23918253968255,0.009307
8063,Yuko Soup Bar,9XtBQXnnUL8npHtksdXNGw,1.0,yuko-soup-bar-los-angeles,desserts,desserts,4.5,90013,34.0472,-118.249,3,34.04791858064516,-118.25479096774194,0.005835
8064,VanillaBlack,hu_bFalIX0VijV-Kl88R8w,2.0,vanillablack-los-angeles,coffee,coffee,5.0,90026,34.0781,-118.26,68,34.076694019933555,-118.2601561461794,0.001415
8065,Tacos El Primo,ZwDz7c34hssyRVP9bOZhjA,2.0,tacos-el-primo-los-angeles,foodstands,foodstands,5.0,90031,34.0885,-118.212,47,34.07790054945055,-118.21534065934065,0.011113
8066,El Sarape,WHEieFcd9abpZ3lHRVNmJQ,1.0,el-sarape-los-angeles-2,mexican,mexican,4.5,90033,34.0425,-118.208,11,34.047792462311556,-118.21109547738693,0.006131
8067,The Exchange Restaurant,8aDkzc7pF1sog5btfm2_Rg,2.0,the-exchange-restaurant-los-angeles-2,mideastern,mideastern,4.0,90014,34.0448,-118.257,3,34.04791858064516,-118.25479096774194,0.003822
8068,El Flamin Taco Truck,bkXtGXX5kWjeGcl3VwIEaw,1.0,el-flamin-taco-truck-los-angeles-4,foodtrucks,foodtrucks,4.0,90026,34.0774,-118.26299999999999,68,34.076694019933555,-118.2601561461794,0.00293
8069,Pizza Beer And Wings,DnggIiwI-eF6MRXN_oHtWg,2.0,pizza-beer-and-wings-los-angeles,pizza,pizza,4.0,90033,34.0441,-118.21,11,34.047792462311556,-118.21109547738693,0.003852
8070,Astro Doughnuts & Fried Chicken,qnf6esu3q7qU4q2MPOfi0w,2.0,astro-doughnuts-and-fried-chicken-los-angeles,donuts,donuts,3.5,90014,34.0481,-118.255,3,34.04791858064516,-118.25479096774194,0.000277
8071,Justice Urban Tavern,DKK-LjnWzZ0iWhEg10DXyQ,2.0,justice-urban-tavern-los-angeles,bars,bars,3.5,90012,34.0511,-118.243,102,34.047863049095604,-118.23999741602067,0.004415
8072,Karayama,NxvGMipXF0LsuDeLLg3QTQ,2.0,karayama-los-angeles,japanese,japanese,3.5,90012,34.0481,-118.23899999999999,102,34.047863049095604,-118.23999741602067,0.001025
8073,Elevate Lounge,xDj7OOkKMoNucsb3idQaqw,2.0,elevate-lounge-los-angeles-2,lounges,lounges,3.5,90017,34.0498,-118.258,3,34.04791858064516,-118.25479096774194,0.00372
8074,Eyes & Ears Corn Roasters,4Xl5V7bFpx8WDqBEeNDQFw,1.0,eyes-and-ears-corn-roasters-los-angeles,foodstands,foodstands,5.0,90031,34.08,-118.212,47,34.07790054945055,-118.21534065934065,0.003946
8075,El Pescador - Highland Park,dl1T_G4GmZpYB6vCeB4SXw,2.0,el-pescador-highland-park-los-angeles,mexican,mexican,3.5,90042,34.1065,-118.198,39,34.115948412698415,-118.19605952380952,0.009646
8076,King Taco,qU10nXLlnEq5SfltojlJeQ,1.0,king-taco-los-angeles-8,mexican,mexican,3.5,90033,34.0464,-118.20700000000001,11,34.047792462311556,-118.21109547738693,0.004326
8077,Tacos La Morenita,jDkDrZ5PF7CSolAIfaQUrg,1.0,tacos-la-morenita-los-angeles-3,tacos,tacos,5.0,90065,34.0954,-118.23100000000001,99,34.11183475177305,-118.23799290780141,0.017861
8078,Takuma's Burger,SrdFi1FU6AKNHeFpKtUg1A,1.0,takumas-burger-los-angeles-2,burgers,burgers,4.5,90026,34.0771,-118.259,68,34.076694019933555,-118.2601561461794,0.001225
8079,Foo Chow Restaurant,S3DGfst_zkYr5yHM5ZfIFQ,2.0,foo-chow-restaurant-los-angeles,chinese,chinese,3.0,90012,34.0659,-118.238,65,34.062157142857146,-118.23918253968255,0.003925
8080,Mayas Tacos Market,3plBRIoQ8N3Bdlxm3jnbhw,1.0,mayas-tacos-market-los-angeles,mexican,mexican,4.0,90026,34.0834,-118.26,68,34.076694019933555,-118.2601561461794,0.006708
8081,Brasil Kiss Coffeebar,ABr1g2u9p-H-coNgwpHkUg,1.0,brasil-kiss-coffeebar-los-angeles-3,coffee,coffee,4.0,90017,34.052,-118.26299999999999,3,34.04791858064516,-118.25479096774194,0.009168
8082,Wonder Bakery,3GpSGxt97OPJ_EgDcvATsA,1.0,wonder-bakery-los-angeles,bakeries,bakeries,3.5,90012,34.0652,-118.23700000000001,65,34.062157142857146,-118.23918253968255,0.003745
8083,Oh My Poki,Eyw8qIh5LjbBXAYqdekk1A,1.0,oh-my-poki-los-angeles,asianfusion,asianfusion,4.5,90013,34.0445,-118.238,102,34.047863049095604,-118.23999741602067,0.003911
8084,La Boucherie,QKNCjonKZ8OkfbCD_j7JHA,4.0,la-boucherie-los-angeles-4,steak,steak,4.0,90017,34.0497,-118.26100000000001,3,34.04791858064516,-118.25479096774194,0.00646
8085,Mayflower Seafood Restaurant,kinWdPar9CyaYosXbWJcgg,2.0,mayflower-seafood-restaurant-los-angeles,seafood,seafood,3.0,90012,34.0596,-118.238,65,34.062157142857146,-118.23918253968255,0.002817
8086,Oleego By Parks BBQ,rMs8GH8MMOdA2Avon-YNOw,1.0,oleego-by-parks-bbq-los-angeles,asianfusion,asianfusion,4.0,90017,34.0488,-118.26100000000001,3,34.04791858064516,-118.25479096774194,0.006271
8087,RiceBox,hPevQl0mBhTFUXZ0baMq0Q,2.0,ricebox-los-angeles,bbq,bbq,4.5,90013,34.0468,-118.251,3,34.04791858064516,-118.25479096774194,0.003953
8088,Lupetti Pizzeria,8IpZ7VHZ4xORIZou-fvztw,2.0,lupetti-pizzeria-los-angeles,pizza,pizza,4.0,90013,34.045,-118.238,102,34.047863049095604,-118.23999741602067,0.003491
8089,Chiguacle Sabor Ancestral de Mexico,x9DRROPYa4cgWcmwOHJ15Q,2.0,chiguacle-sabor-ancestral-de-mexico-los-angeles,mexican,mexican,4.0,90012,34.0571,-118.23899999999999,65,34.062157142857146,-118.23918253968255,0.00506
8090,La Monarca Bakery,5yQMzPi7mNHOtOGic2iYfg,1.0,la-monarca-bakery-los-angeles-6,bakeries,bakeries,4.0,90042,34.1108,-118.191,39,34.115948412698415,-118.19605952380952,0.007218
8091,Mitsuru Sushi & Grill,0aRswKz4uGUN2jZA04bBNw,1.0,mitsuru-sushi-and-grill-los-angeles,japanese,japanese,4.0,90012,34.0501,-118.241,102,34.047863049095604,-118.23999741602067,0.002451
8092,Don Toños Restaurant,FlheQ0p8oOgrqvhDZHrxTw,1.0,don-toños-restaurant-los-angeles,mexican,mexican,4.5,90032,34.0813,-118.178,58,34.0772813559322,-118.17501694915254,0.005005
8093,Dinette,QKyNV4tYSwNtKIpB41RMBA,2.0,dinette-los-angeles-2,cafes,cafes,3.5,90026,34.0766,-118.258,68,34.076694019933555,-118.2601561461794,0.002158
8094,Garçons de Café,wiVESQxDY3CiXwohYs66lg,2.0,garçons-de-café-los-angeles,wine_bars,wine_bars,4.5,90013,34.0465,-118.251,3,34.04791858064516,-118.25479096774194,0.004048
8095,Roast To Go,IvFnmLx33hSzwTiiIiRY2g,1.0,roast-to-go-los-angeles,mexican,mexican,4.0,90013,34.0505,-118.249,3,34.04791858064516,-118.25479096774194,0.00634
8096,Edendale,YH1OQLjQnpQZV1BIZgwxjQ,2.0,edendale-los-angeles,newamerican,newamerican,3.5,90039,34.1076,-118.266,50,34.1143908,-118.265144,0.006845
