,name,id,price,alias,type,category,rating,zip,latitude,longitude,labels_km,centroid_latitude,centroid_longitude,distance_centroid
17732,Joan's on Third,aQFguaddjBna3ZIBsxjeeA,2.0,joans-on-third-los-angeles,breakfast_brunch,breakfast_brunch,4.0,90048,34.0729,-118.37200000000001,27,34.073348076923075,-118.3617032967033,0.010306
17733,Ta-eem Grill,1k6hSTQO9E4iSzwyx8yTUw,2.0,ta-eem-grill-los-angeles,mediterranean,mediterranean,4.5,90046,34.0835,-118.352,78,34.09045858823529,-118.34544470588236,0.00956
17734,Cardamom Indian cuisine,j3zbQyVS9C9SwzZGzAGAgg,2.0,cardamom-indian-cuisine-los-angeles-3,indpak,indpak,4.5,90036,34.0764,-118.34700000000001,78,34.09045858823529,-118.34544470588236,0.014144
17735,Golden State,DryPvekrxsqbpOJNOajRpA,2.0,golden-state-los-angeles-3,burgers,burgers,4.0,90036,34.0791,-118.361,27,34.073348076923075,-118.3617032967033,0.005795
17736,Cafe Gratitude - Larchmont,6GTaESIP0r1oFunFqqevsw,2.0,cafe-gratitude-larchmont-los-angeles-3,vegan,vegan,4.0,90004,34.0828,-118.324,53,34.076937192982456,-118.31401403508772,0.01158
17737,Maggiano's Little Italy,Kx_d7X7qjj9EoX-A7eC3gA,2.0,maggianos-little-italy-los-angeles,italian,italian,4.0,90036,34.0735,-118.36,27,34.073348076923075,-118.3617032967033,0.00171
17738,Berlins,kXrHt3XkNd_q5rISuvuvVg,1.0,berlins-los-angeles-3,bubbletea,bubbletea,4.5,90048,34.073,-118.376,80,34.0809575,-118.38059791666667,0.00919
17739,Spoon By H,WEf8lpukPEwKTuc6mYolRA,1.0,spoon-by-h-los-angeles,shavedice,shavedice,4.5,90036,34.0761,-118.345,78,34.09045858823529,-118.34544470588236,0.014365
17740,Canter's Deli,cfwIZRwBON93wdQvk_YK_g,2.0,canters-deli-los-angeles-5,bakeries,bakeries,3.5,90036,34.079,-118.36200000000001,27,34.073348076923075,-118.3617032967033,0.00566
17741,Araya's Place - Thai Vegan Restaurant,yWKUjQHmAiNzoAOV7ArLrQ,2.0,arayas-place-thai-vegan-restaurant-los-angeles,vegan,vegan,4.5,90048,34.0763,-118.366,27,34.073348076923075,-118.3617032967033,0.005213
17742,Son of a Gun,rJDsg0rZfuT0tsXbDaxRgA,3.0,son-of-a-gun-los-angeles,seafood,seafood,4.0,90048,34.0727,-118.37299999999999,80,34.0809575,-118.38059791666667,0.011221
17743,Bricks & Scones,GgEAdWleZlfYu9lLud-wRA,2.0,bricks-and-scones-los-angeles,desserts,desserts,4.0,90004,34.0777,-118.324,53,34.076937192982456,-118.31401403508772,0.010015
17744,Lala's Argentine Grill,h_VkRMpSrtjdKDxUJ7sDOQ,2.0,lalas-argentine-grill-los-angeles-3,argentine,argentine,4.0,90046,34.0836,-118.34700000000001,78,34.09045858823529,-118.34544470588236,0.007033
17745,Carlitos Gardel Argentine Steakhouse,h9PSJ18gQ4kos8A0XAGlng,3.0,carlitos-gardel-argentine-steakhouse-los-angeles-2,argentine,argentine,4.5,90046,34.0839,-118.363,27,34.073348076923075,-118.3617032967033,0.010631
17746,Osteria La Buca,GKQApReu8U9hip4A2ApJ_A,2.0,osteria-la-buca-los-angeles-2,italian,italian,4.0,90038,34.0833,-118.314,53,34.076937192982456,-118.31401403508772,0.006363
17747,Village Pizzeria,egU533_tWCiKYA_2vVGFsw,2.0,village-pizzeria-los-angeles,pizza,pizza,4.0,90004,34.074,-118.324,53,34.076937192982456,-118.31401403508772,0.010409
17748,Grub,hwzXnZuNa6yo32swVVhtaw,2.0,grub-los-angeles,newamerican,newamerican,4.0,90038,34.0876,-118.333,78,34.09045858823529,-118.34544470588236,0.012769
17749,The Sycamore Kitchen,ktUtN287fE34-4XZupuGSA,2.0,the-sycamore-kitchen-los-angeles-2,cafes,cafes,4.0,90036,34.0724,-118.344,91,34.05901217712177,-118.35110332103321,0.015156
17750,Fratelli Cafe,fCfkMf27m2PcTWXLTrLM7Q,2.0,fratelli-cafe-los-angeles,coffee,coffee,4.5,90046,34.0832,-118.346,78,34.09045858823529,-118.34544470588236,0.00728
17751,Bagel Broker,vLD0l_z3JWRniPaN2rSUMg,1.0,bagel-broker-los-angeles,bagels,bagels,4.5,90036,34.0764,-118.361,27,34.073348076923075,-118.3617032967033,0.003132
17752,Osteria Mamma,rr-hXB0ZqXLzUP97yftp0g,2.0,osteria-mamma-los-angeles,italian,italian,4.0,90038,34.0834,-118.325,53,34.076937192982456,-118.31401403508772,0.012746
17753,Toca Madera,LNb-ElJwKIXS6Lx5xdRB1Q,3.0,toca-madera-los-angeles,cocktailbars,cocktailbars,4.0,90048,34.0729,-118.375,80,34.0809575,-118.38059791666667,0.009811
17754,Wirtshaus German Restaurant & Beer Garden,-3S1PdyDbSQcqkIaX8VKrQ,2.0,wirtshaus-german-restaurant-and-beer-garden-los-angeles-2,german,german,4.0,90036,34.0776,-118.344,78,34.09045858823529,-118.34544470588236,0.012939
17755,Open Sesame,CTFZnhYe6t2tLv_NLHiE-w,2.0,open-sesame-los-angeles,mediterranean,mediterranean,4.0,90036,34.076,-118.353,27,34.073348076923075,-118.3617032967033,0.009098
17756,Murakami Sushi,NGdii-6GhGFUwD6HXEeGtg,2.0,murakami-sushi-los-angeles-2,japanese,japanese,4.5,90046,34.0834,-118.346,78,34.09045858823529,-118.34544470588236,0.00708
17757,Toast Bakery Cafe,TI69qo540j-2neY0XWgN2Q,2.0,toast-bakery-cafe-los-angeles,newamerican,newamerican,3.5,90048,34.0728,-118.369,27,34.073348076923075,-118.3617032967033,0.007317
17758,SUGARFISH by sushi nozawa,VKOiEMaDnR41oA3Dw0mosg,3.0,sugarfish-by-sushi-nozawa-los-angeles-6,japanese,japanese,4.0,90036,34.0735,-118.344,91,34.05901217712177,-118.35110332103321,0.016135
17759,Odys and Penelope,yJ9wI3NEy65oGMKjtaGIxA,3.0,odys-and-penelope-los-angeles,tradamerican,tradamerican,4.0,90036,34.0728,-118.344,91,34.05901217712177,-118.35110332103321,0.01551
17760,Jon & Vinny's,sPw1o5OYWE5C2JtbTXp5wg,2.0,jon-and-vinnys-los-angeles-6,italian,italian,4.0,90036,34.0786,-118.361,27,34.073348076923075,-118.3617032967033,0.005299
17761,COD Restaurant,8TUWLXWgswfRfMBymL0WRg,3.0,cod-restaurant-los-angeles,seafood,seafood,4.5,90048,34.0728,-118.374,80,34.0809575,-118.38059791666667,0.010492
17762,Gracias Madre,EWbbiUBkGzCYrEoOF05HzA,2.0,gracias-madre-west-hollywood,mexican,mexican,4.0,90069,34.0808,-118.387,80,34.0809575,-118.38059791666667,0.006404
17763,Food Fair By Diego,b7UBubOUf6_xV_tvWOclDQ,2.0,food-fair-by-diego-los-angeles,burgers,burgers,4.5,90036,34.0764,-118.361,27,34.073348076923075,-118.3617032967033,0.003132
17764,Nong La Cafe,P-pAAi56zMPPHfO7xf_wQQ,2.0,nong-la-cafe-los-angeles-2,vietnamese,vietnamese,4.0,90036,34.0751,-118.344,78,34.09045858823529,-118.34544470588236,0.015426
17765,Yardbird Southern Table & Bar,WwC3_ApPhjTbv2YT5pH2oA,3.0,yardbird-southern-table-and-bar-los-angeles,southern,southern,4.5,90048,34.0736,-118.37700000000001,80,34.0809575,-118.38059791666667,0.00819
17766,Tsuri,ciZAxEwbFBafvf2UGUxySw,2.0,tsuri-los-angeles,sushi,sushi,4.0,90038,34.0837,-118.34299999999999,78,34.09045858823529,-118.34544470588236,0.007187
17767,Crumbs & Whiskers | A Cat Cafe Experience.,deNv1JsKRCgTdMOIcGYUBQ,2.0,crumbs-and-whiskers-a-cat-cafe-experience-los-angeles-4,coffee,coffee,4.5,90048,34.0836,-118.36200000000001,27,34.073348076923075,-118.3617032967033,0.010256
17768,Pearl's Finest Teas,HuySsoWgovd79SlyWEakqQ,1.0,pearls-finest-teas-los-angeles-2,coffee,coffee,4.5,90048,34.0807,-118.36200000000001,27,34.073348076923075,-118.3617032967033,0.007358
17769,The Izaka-Ya by Katsu-Ya West Hollywood,NfjUwveA5EA7Sptm3iS6Ow,3.0,the-izaka-ya-by-katsu-ya-west-hollywood-los-angeles,sushi,sushi,4.0,90048,34.0728,-118.374,80,34.0809575,-118.38059791666667,0.010492
17770,Petit Trois,-ZcCFCdqMwOPXItB3REecA,3.0,petit-trois-west-hollywood,french,french,4.0,90038,34.0842,-118.338,78,34.09045858823529,-118.34544470588236,0.009726
17771,Mesón Cafe,U8BIlthPiYnygxg8OlFFfA,1.0,mesón-cafe-los-angeles,coffee,coffee,4.5,90004,34.0796,-118.309,53,34.076937192982456,-118.31401403508772,0.005677
17772,Veggie Grill,7I5VF3TKcYfDICcaIgcH2w,2.0,veggie-grill-los-angeles-3,vegetarian,vegetarian,4.0,90036,34.0737,-118.361,27,34.073348076923075,-118.3617032967033,0.000786
17773,Chi Spacca,7sZnRtSBZcrScdtE-gWyPw,4.0,chi-spacca-los-angeles,italian,italian,4.0,90038,34.0832,-118.339,78,34.09045858823529,-118.34544470588236,0.009707
17774,Dialog Cafe,5miNhLxuxaW5zLEchv6oPw,1.0,dialog-cafe-west-hollywood,cafes,cafes,4.5,90069,34.0905,-118.383,80,34.0809575,-118.38059791666667,0.00984
17775,Vegan Glory,vWycXIVP5CYns2tJvKQDsg,2.0,vegan-glory-los-angeles-3,thai,thai,4.0,90048,34.0762,-118.37299999999999,80,34.0809575,-118.38059791666667,0.008964
17776,Simplethings,o2txtyq11-s0DZKSLbstHQ,2.0,simplethings-los-angeles,sandwiches,sandwiches,4.0,90048,34.0724,-118.37,27,34.073348076923075,-118.3617032967033,0.008351
17777,Backyard Bowls,BsQtoQWb1-SJkVyEra6MxQ,2.0,backyard-bowls-los-angeles,vegetarian,vegetarian,4.5,90048,34.0762,-118.37,27,34.073348076923075,-118.3617032967033,0.008773
17778,Mendocino Farms,zdb_15IAH6Ia_V6buaJxCg,2.0,mendocino-farms-west-hollywood,sandwiches,sandwiches,4.0,90046,34.0904,-118.346,78,34.09045858823529,-118.34544470588236,0.000558
17779,Kali Restaurant,0vRsHjV66oUDcszA8EWq0w,3.0,kali-restaurant-los-angeles,newamerican,newamerican,4.5,90038,34.0834,-118.324,53,34.076937192982456,-118.31401403508772,0.011895
17780,Erin McKenna's Bakery,fblsAOG-bJT2rnFbsIXQng,2.0,erin-mckennas-bakery-los-angeles-2,bakeries,bakeries,4.0,90004,34.0759,-118.323,53,34.076937192982456,-118.31401403508772,0.009046
17781,Della Terra,YTTCdnu8457jbdEbm_PIig,2.0,della-terra-los-angeles,italian,italian,4.0,90036,34.0763,-118.35700000000001,27,34.073348076923075,-118.3617032967033,0.005553
17782,Magnolia Bakery Los Angeles,-sNOAqi6lHyurWX3wvAHUQ,2.0,magnolia-bakery-los-angeles-los-angeles,bakeries,bakeries,4.0,90048,34.0732,-118.37299999999999,80,34.0809575,-118.38059791666667,0.010859
17783,All About the Bread,r-fSfUmzulH_k8_hfrEFVw,2.0,all-about-the-bread-los-angeles,sandwiches,sandwiches,4.0,90046,34.0837,-118.345,78,34.09045858823529,-118.34544470588236,0.006773
17784,Go Get Em Tiger,Fc76lQREjE0mn3VK9rZ6QQ,2.0,go-get-em-tiger-los-angeles,coffee,coffee,4.0,90004,34.0756,-118.323,53,34.076937192982456,-118.31401403508772,0.009085
17785,The Village Idiot,bL8ypAeHQR1VOZLFgmSR7g,2.0,the-village-idiot-los-angeles,bars,bars,3.5,90046,34.0837,-118.351,78,34.09045858823529,-118.34544470588236,0.008749
17786,California Chicken Cafe,W8RQPUOgLC7d_kO0h3B_QA,2.0,california-chicken-cafe-los-angeles,salad,salad,4.0,90038,34.0837,-118.34100000000001,78,34.09045858823529,-118.34544470588236,0.008089
17787,Sweet Chick,vW1v050Lf2M2719K1D10PQ,2.0,sweet-chick-los-angeles,southern,southern,4.0,90036,34.0796,-118.361,27,34.073348076923075,-118.3617032967033,0.006291
17788,Taste on Melrose,B-JY4uOniEo9WHbz1i8mig,2.0,taste-on-melrose-west-hollywood-2,newamerican,newamerican,4.0,90069,34.0826,-118.375,80,34.0809575,-118.38059791666667,0.005834
17789,Tart Restaurant,T1Bi3NRAmLGbmNg82NaKmQ,2.0,tart-restaurant-los-angeles,newamerican,newamerican,3.5,90036,34.0736,-118.36200000000001,27,34.073348076923075,-118.3617032967033,0.000389
17790,El Coyote Mexican Cafe,Pb9KCJOvzfE20vRmOGtOrg,2.0,el-coyote-mexican-cafe-los-angeles,mexican,mexican,3.5,90036,34.0759,-118.34899999999999,27,34.073348076923075,-118.3617032967033,0.012957
17791,M Cafe- Melrose,L5qaQ5zols5hwMlxwtAfIg,2.0,m-cafe-melrose-hollywood-4,vegan,vegan,4.0,90046,34.0837,-118.345,78,34.09045858823529,-118.34544470588236,0.006773
17792,Fig & Olive - Melrose Place,_vFkAGFg9lAPRxG7gy3dQw,3.0,fig-and-olive-melrose-place-west-hollywood-2,mediterranean,mediterranean,4.0,90069,34.0834,-118.376,80,34.0809575,-118.38059791666667,0.005206
17793,Plancha Tacos,mLQ8UtRY-NvMG-PR3jm-Yg,1.0,plancha-tacos-los-angeles-2,mexican,mexican,4.0,90048,34.0724,-118.37,27,34.073348076923075,-118.3617032967033,0.008351
17794,Urth Caffé- Melrose,aEwYN9SQPi0BYnpe2-xUug,2.0,urth-caffé-melrose-west-hollywood,sandwiches,sandwiches,4.0,90069,34.0822,-118.37899999999999,80,34.0809575,-118.38059791666667,0.002024
17795,Umami Burger - The Grove,KZlRMaKltCw-BFQtqCc20Q,2.0,umami-burger-the-grove-los-angeles,burgers,burgers,3.5,90036,34.0731,-118.35799999999999,27,34.073348076923075,-118.3617032967033,0.003712
17796,Petty Cash Taqueria & Bar,IGx1I2NAsFegS9h1BaPUMA,2.0,petty-cash-taqueria-and-bar-los-angeles,mexican,mexican,3.5,90036,34.0759,-118.35,27,34.073348076923075,-118.3617032967033,0.011978
17797,Shaky Alibi,OAYnvUFAAvNLtto2Ztuv8A,2.0,shaky-alibi-los-angeles,breakfast_brunch,breakfast_brunch,4.0,90036,34.0764,-118.351,27,34.073348076923075,-118.3617032967033,0.01113
17798,Melrose Umbrella,7eOMv-sQMWRzYCeeQVatJw,2.0,melrose-umbrella-los-angeles-2,cocktailbars,cocktailbars,4.0,90046,34.0839,-118.353,78,34.09045858823529,-118.34544470588236,0.010005
17799,Revolutionario: North African Tacos,_lrLfLy3e2jr-zGigfFW4A,1.0,revolutionario-north-african-tacos-los-angeles,african,african,4.5,90007,34.0252,-118.29899999999999,15,34.01698595041322,-118.30752066115703,0.011835
17800,Western Doma Noodles,3NNz-pVT_auFKzqt45D2ZA,1.0,western-doma-noodles-los-angeles,korean,korean,4.0,90004,34.0789,-118.309,53,34.076937192982456,-118.31401403508772,0.005385
17801,Crazy Rock'N Sushi,1bGqnnpiSxp93IJEWjwIqQ,2.0,crazy-rockn-sushi-west-hollywood,japanese,japanese,4.0,90046,34.0905,-118.345,78,34.09045858823529,-118.34544470588236,0.000447
17802,DeLuscious Cookies & Milk,NIQdMk1fJ3hrPwwJEhmX2w,3.0,deluscious-cookies-and-milk-los-angeles,bakeries,bakeries,4.5,90038,34.0862,-118.339,78,34.09045858823529,-118.34544470588236,0.007725
17803,Toasted and Roasted,dLGTlLIDYhyGAkjFLNR29A,2.0,toasted-and-roasted-los-angeles,coffee,coffee,4.5,90046,34.0837,-118.34899999999999,78,34.09045858823529,-118.34544470588236,0.007637
17804,The Pizza Press,b70vpwtxvVyEMJ1SInceug,1.0,the-pizza-press-west-hollywood,pizza,pizza,4.5,90046,34.0903,-118.345,78,34.09045858823529,-118.34544470588236,0.000472
17805,Eat This Cafe,GbAZbcCR969hfa4kCQqRcw,2.0,eat-this-cafe-los-angeles,breakfast_brunch,breakfast_brunch,4.5,90038,34.0908,-118.33200000000001,6,34.100226233766236,-118.32981818181818,0.009675
17806,Jar,sMcGsWnjfJ1_h-nU_-Ae5g,3.0,jar-los-angeles,newamerican,newamerican,3.5,90048,34.0763,-118.369,27,34.073348076923075,-118.3617032967033,0.007871
17807,Marino Restaurant,QEGYtRXGlpuco8jE7u0tGw,3.0,marino-restaurant-los-angeles,italian,italian,4.5,90038,34.0836,-118.331,78,34.09045858823529,-118.34544470588236,0.01599
17808,Crossroads,9xyjvSkidMTngtyZ6-Upaw,3.0,crossroads-los-angeles-3,vegan,vegan,4.0,90046,34.0834,-118.37,26,34.093374817518246,-118.36939416058394,0.009993
17809,Isaan Station Thai Street Food,Q-7u7kPhVeGYV8DdKbj02A,2.0,isaan-station-thai-street-food-los-angeles-2,thai,thai,4.0,90004,34.0741,-118.309,53,34.076937192982456,-118.31401403508772,0.005761
17810,Tere's Mexican Grill,azyDb-6veFabKKIfLleiMg,1.0,teres-mexican-grill-los-angeles,mexican,mexican,4.0,90038,34.0832,-118.32799999999999,53,34.076937192982456,-118.31401403508772,0.015324
17811,Summer Buffalo,V-eVoKK5lhj8Fk_cw3AGRA,2.0,summer-buffalo-los-angeles,thai,thai,4.5,90046,34.0837,-118.34899999999999,78,34.09045858823529,-118.34544470588236,0.007637
17812,Kings Road Cafe,AUJD-VigkpaCQd1k5J-d8w,2.0,kings-road-cafe-los-angeles,coffee,coffee,4.0,90048,34.0763,-118.37200000000001,80,34.0809575,-118.38059791666667,0.009778
17813,Swingers Diner,lD0lTK-69wA1H9rvI4Lz3w,2.0,swingers-diner-los-angeles,diners,diners,3.5,90048,34.076,-118.365,27,34.073348076923075,-118.3617032967033,0.004231
17814,Electric Karma,84PmY6fwOx9Z33aX3sb_GQ,2.0,electric-karma-los-angeles,indpak,indpak,4.0,90048,34.0723,-118.369,27,34.073348076923075,-118.3617032967033,0.007372
17815,Kiku Sushi,KQ8surQGsdsUpjLoVMUW-A,2.0,kiku-sushi-los-angeles,sushi,sushi,4.0,90004,34.0753,-118.324,53,34.076937192982456,-118.31401403508772,0.010119
17816,Stir Crazy Coffee House,UMp9CqJQvb4K-2xwPcVYHQ,1.0,stir-crazy-coffee-house-los-angeles,coffee,coffee,4.5,90038,34.0837,-118.34200000000001,78,34.09045858823529,-118.34544470588236,0.007586
17817,Cactus Taqueria #1,F-rQ33zVrlNIPBFPoXZOSQ,1.0,cactus-taqueria-1-los-angeles-3,tacos,tacos,4.0,90038,34.0883,-118.32600000000001,6,34.100226233766236,-118.32981818181818,0.012523
17818,Real Food Daily,ajDiBj3eaRyvuT9NNZcVhA,2.0,real-food-daily-west-hollywood,breakfast_brunch,breakfast_brunch,4.0,90048,34.0786,-118.376,80,34.0809575,-118.38059791666667,0.005167
17819,Burger Lounge,4EAaHAf2hny208rgA0eB-g,2.0,burger-lounge-los-angeles-3,burgers,burgers,4.0,90004,34.0754,-118.324,53,34.076937192982456,-118.31401403508772,0.010104
17820,Trois Mec,qGTUg95aAy_1g_Es2pO7AA,4.0,trois-mec-los-angeles,french,french,4.0,90038,34.0842,-118.338,78,34.09045858823529,-118.34544470588236,0.009726
17821,Terroni,_99S24U4pTduqpiJOEMD8w,2.0,terroni-los-angeles,italian,italian,3.5,90036,34.0763,-118.35600000000001,27,34.073348076923075,-118.3617032967033,0.006422
17822,Frankie's,bSfdLm1ke0oFCUK7hiAQ_g,2.0,frankies-los-angeles-2,italian,italian,4.0,90046,34.0832,-118.34700000000001,78,34.09045858823529,-118.34544470588236,0.007423
17823,Sweet Rose Creamery,DG52zsraBl-hwEI2T8lFfw,2.0,sweet-rose-creamery-los-angeles-2,icecream,icecream,4.0,90036,34.0763,-118.355,27,34.073348076923075,-118.3617032967033,0.007324
17824,Fresh Corn Grill,Su2ts0CfPazGJe6zWNb12A,2.0,fresh-corn-grill-west-hollywood,pizza,pizza,4.5,90069,34.0869,-118.38,80,34.0809575,-118.38059791666667,0.005973
17825,Inti Restaurant,gKp39Lke5LPAerJ9QV-HQg,2.0,inti-restaurant-los-angeles,latin,latin,4.5,90038,34.0832,-118.32799999999999,53,34.076937192982456,-118.31401403508772,0.015324
17826,Wood Ranch BBQ & Grill,V3bupSfbAFY5q0-qSyHVaQ,2.0,wood-ranch-bbq-and-grill-los-angeles-2,bbq,bbq,3.5,90036,34.0731,-118.36,27,34.073348076923075,-118.3617032967033,0.001721
17827,Ruam Mitr,OyOokJELjDnpQDYgBaCh0g,2.0,ruam-mitr-los-angeles,thai,thai,4.5,90046,34.0832,-118.346,78,34.09045858823529,-118.34544470588236,0.00728
17828,Cafe Korobokgur,OBeJwAlxSnbn1Ipmgq2xow,2.0,cafe-korobokgur-los-angeles-3,korean,korean,3.5,90005,34.0576,-118.306,92,34.05488373101952,-118.30890238611714,0.003975
17829,Stuff'd Dumpling Shop,s_7GKYJX19rJrmxp2EBA-Q,2.0,stuffd-dumpling-shop-los-angeles,gluten_free,gluten_free,4.5,90038,34.0836,-118.34200000000001,78,34.09045858823529,-118.34544470588236,0.007675
17830,Whisper Lounge,AbAEhDdxWpD7yn8APHeE0w,2.0,whisper-lounge-los-angeles-2,lounges,lounges,4.0,90036,34.0728,-118.359,27,34.073348076923075,-118.3617032967033,0.002758
17831,Connie & Ted's,FZVggU2nUN7YnCiZfpWjyw,3.0,connie-and-teds-west-hollywood-2,seafood,seafood,4.0,90046,34.0911,-118.367,26,34.093374817518246,-118.36939416058394,0.003303
17832,The Cheesecake Factory,gol97typwuGAaRvklK5viA,2.0,the-cheesecake-factory-los-angeles-3,newamerican,newamerican,3.0,90036,34.0713,-118.35700000000001,27,34.073348076923075,-118.3617032967033,0.00513
17833,The Hart and the Hunter,mnLDurBzc6OeiyftX3um-A,2.0,the-hart-and-the-hunter-los-angeles,newamerican,newamerican,3.5,90046,34.0836,-118.363,27,34.073348076923075,-118.3617032967033,0.010334
17834,Love Baked Wings,2toCl4bQ-91-1aTkYynAcQ,2.0,love-baked-wings-los-angeles,chicken_wings,chicken_wings,4.0,90046,34.0833,-118.35,78,34.09045858823529,-118.34544470588236,0.008485
17835,Rao's - Los Angeles,7e9oi3zq_6pP_LU9YPEXLg,3.0,raos-los-angeles-los-angeles,italian,italian,4.0,90038,34.0892,-118.333,6,34.100226233766236,-118.32981818181818,0.011476
17836,Joom Bangkok Cafe,PXVWawuj5PgqLbASuO7W9A,2.0,joom-bangkok-cafe-los-angeles,thai,thai,4.0,90036,34.0764,-118.361,27,34.073348076923075,-118.3617032967033,0.003132
17837,Barton G. The Restaurant Los Angeles,vnLHXjXRK3Euzkq8vRYzqA,3.0,barton-g-the-restaurant-los-angeles-los-angeles-2,tradamerican,tradamerican,3.5,90069,34.086999999999996,-118.37700000000001,80,34.0809575,-118.38059791666667,0.007033
17838,Castle BBQ,A_j83rvPeG-gJMR9ZaELzQ,2.0,castle-bbq-los-angeles,bbq,bbq,3.5,90004,34.08,-118.309,53,34.076937192982456,-118.31401403508772,0.005875
17839,Galanga Thai Fusion,IKkjFMyOTGeeak-VEJDnjw,2.0,galanga-thai-fusion-west-hollywood,thai,thai,4.0,90046,34.0906,-118.352,78,34.09045858823529,-118.34544470588236,0.006557
17840,Blaze Fast-Fire'd Pizza,lREU1l5sUOcXE00LmDa5HA,1.0,blaze-fast-fired-pizza-los-angeles,pizza,pizza,4.0,90036,34.0736,-118.361,27,34.073348076923075,-118.3617032967033,0.000747
17841,La Fonda Antioquena,f3PFV3Kw7TLFcF3E9YgTSw,2.0,la-fonda-antioquena-los-angeles,colombian,colombian,4.0,90004,34.0838,-118.31200000000001,53,34.076937192982456,-118.31401403508772,0.007152
17842,LaB Coffee & Roasters,jJwBS4XIWCsRtO_kbnxJBg,2.0,lab-coffee-and-roasters-los-angeles,coffee,coffee,4.5,90004,34.0789,-118.309,53,34.076937192982456,-118.31401403508772,0.005385
17843,Fala Bar,ZLFWmPcu6D6UBomUTpjJRg,2.0,fala-bar-los-angeles,falafel,falafel,4.5,90046,34.0839,-118.359,27,34.073348076923075,-118.3617032967033,0.010893
17844,Hot N Juicy Crawfish,y6v4biMI5a6cYmypdO3vNQ,2.0,hot-n-juicy-crawfish-west-hollywood,cajun,cajun,3.5,90046,34.0905,-118.345,78,34.09045858823529,-118.34544470588236,0.000447
17845,Jones,bXfIgNNhPrfuvtQhCy7KMQ,2.0,jones-west-hollywood-2,bars,bars,4.0,90046,34.0908,-118.346,78,34.09045858823529,-118.34544470588236,0.000652
17846,Blu Elefant Cafe,VFDLMDp4c-uIgDuRRAaA_g,2.0,blu-elefant-cafe-los-angeles-4,coffee,coffee,4.0,90018,34.0398,-118.304,60,34.04393046594982,-118.29029032258065,0.014318
17847,Jeni's Splendid Ice Creams,YL3Y5b-GM8LvMkEm_Z2JJg,2.0,jenis-splendid-ice-creams-los-angeles-3,desserts,desserts,4.5,90004,34.0737,-118.324,53,34.076937192982456,-118.31401403508772,0.010498
17848,Coffee Commissary,FDajejugC-0tO3lSxr7xow,2.0,coffee-commissary-los-angeles,coffee,coffee,4.0,90046,34.086,-118.36200000000001,26,34.093374817518246,-118.36939416058394,0.010443
17849,Scrumptious Cafe & Bakery,MiNW-nSa_W9ED2G3wvz_Tg,2.0,scrumptious-cafe-and-bakery-west-hollywood-2,bakeries,bakeries,4.5,90046,34.0913,-118.363,26,34.093374817518246,-118.36939416058394,0.006722
17850,Bambou Le Pho,GjpAnUJ-3ULwomzYX68WNg,2.0,bambou-le-pho-west-hollywood,vietnamese,vietnamese,4.5,90069,34.091,-118.37200000000001,26,34.093374817518246,-118.36939416058394,0.003526
17851,Bird's Nest Cafe,Emurmrl9E3vOXmiEcq3qkw,2.0,birds-nest-cafe-los-angeles,cafes,cafes,4.5,90007,34.0344,-118.292,60,34.04393046594982,-118.29029032258065,0.009683
17852,Coffee For Sasquatch,jFsyRPo3Y4f83vHgqWG5Jg,2.0,coffee-for-sasquatch-los-angeles,coffee,coffee,4.5,90038,34.0832,-118.344,78,34.09045858823529,-118.34544470588236,0.007401
17853,Lucques,kn-X5Cu1kS-o23VTTIOnDw,3.0,lucques-west-hollywood-2,newamerican,newamerican,4.0,90069,34.0822,-118.375,80,34.0809575,-118.38059791666667,0.005734
17854,Market Provisions,CmM-kuVt9Q6XHqcaljxF8A,2.0,market-provisions-los-angeles,newamerican,newamerican,4.0,90048,34.0762,-118.36399999999999,27,34.073348076923075,-118.3617032967033,0.003662
17855,Nobu Los Angeles,x54GDbBf-82ekbqrBiWKwg,4.0,nobu-los-angeles-west-hollywood-3,japanese,japanese,4.0,90069,34.086999999999996,-118.37700000000001,80,34.0809575,-118.38059791666667,0.007033
17856,Guisados,_o6cTaR_pnm2XucZS6fTug,1.0,guisados-west-hollywood,mexican,mexican,4.5,90069,34.0844,-118.385,80,34.0809575,-118.38059791666667,0.005588
17857,Cold Rolled Ice Cream Company,YAAijfBW7PKkz9sW_fTx5w,2.0,cold-rolled-ice-cream-company-los-angeles,icecream,icecream,4.5,90046,34.0832,-118.348,78,34.09045858823529,-118.34544470588236,0.007695
17858,Vito's Pizza,gBYCSBdrBgVIyHZX_ytDNA,2.0,vitos-pizza-los-angeles-2,pizza,pizza,4.0,90069,34.0868,-118.376,80,34.0809575,-118.38059791666667,0.007435
17859,Froma on Melrose,mIfBPK5arg4jAtwBytioZg,2.0,froma-on-melrose-los-angeles,wine_bars,wine_bars,4.5,90046,34.0835,-118.363,27,34.073348076923075,-118.3617032967033,0.010234
17860,Spartina,zLEV5J2HmKHocbPZONGJAA,3.0,spartina-los-angeles,italian,italian,4.0,90046,34.0839,-118.354,78,34.09045858823529,-118.34544470588236,0.01078
17861,Ignatius Cafe,WQTdQutYp6kdW4ZUT8cMkQ,1.0,ignatius-cafe-los-angeles,coffee,coffee,5.0,90007,34.0319,-118.29299999999999,60,34.04393046594982,-118.29029032258065,0.012332
